MFCC,DTW,Duration,DurationDiff,Min-DTW,Max-DTW,Min-Dur,Max-Dur,Min-Dur-d,Max-Dur-d,Level
-111718.7087841715,213.6715142239606,3.573350340136055,0.897885487528345,198.4042642679707,236.68092204214,3.0355895691609986,4.068568594104308,0.3601247165532885,1.3931037414965988,Level-0
-137500.7175084655,244.2060141359404,4.648871882086167,1.973407029478458,236.68092204214,249.8946634991512,4.068568594104308,4.984401927437643,1.3931037414965988,2.308937074829932,Level-1
-181667.617314426,259.2561983235412,5.809478458049887,3.1340136054421768,249.8946634991512,270.4252635622437,4.984401927437643,6.261116780045351,2.308937074829932,3.5856519274376417,Level-2
-211889.100501974,277.97926797232117,7.459631519274376,4.784166666666667,270.4252635622437,285.53327238239865,6.261116780045351,8.6581462585034,3.5856519274376417,5.982681405895692,Level-3
-300927.72278250183,293.08727679247613,9.856660997732426,7.181196145124717,285.53327238239865,308.97042930617926,8.6581462585034,11.856660997732426,5.982681405895692,9.181196145124716,Level-4
